point,year,cluster_reviewed,5/15,5/16,5/17,5/18,5/19,5/20,5/21,5/22,5/23,5/24,5/25,5/26,n_days_detected,detected,resident,site,Obs,Month,Day,Year,Elevation,Aspect,Slope,Prism,Prism BA (ft2/ac),LL Center,LL rand 1,LL rand 2,Woody Center,Woody rand 1,Woody rand 2,Herb Center,Herb rand 1,Herb rand 2,Fern Center,Fern rand 1,Fern rand 2,Rubus Center,Rubus rand 1,Rubus rand 2,Bare/Rock Center,Bare/Rock rand 1,Bare/Rock rand 2,Moss Center,Moss rand 1,Moss rand 2,CWD Center,CWD rand 1,CWD rand 2,Notes,<1.5m,>1.5m,Total,Transect Length,Std <1.5m,Std >1.5m,distance_to_forest_edge_m,canopy_cover_50m_avg,latitude,longitude,utm_E,utm_N,utm_zone,utm_letter,ll
RK602,2023,RK602_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,True,True,SGL034,"HAP, JTL",6.0,21.0,2020.0,591.8485152,142.4665473,0.915831325,8.0,80.0,85.0,95.0,90.0,5.0,0.0,10.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,6.0,4.0,10.0,10.0,0.6,0.4,150.0,68.25,41.2498016,-78.2770004,728153,4570064,17,T,90.0
RK602,2024,RK602_1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,True,True,SGL034,"HAP, JTL",6.0,21.0,2020.0,591.8485152,142.4665473,0.915831325,8.0,80.0,85.0,95.0,90.0,5.0,0.0,10.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,6.0,4.0,10.0,10.0,0.6,0.4,150.0,68.25,41.2498016,-78.2770004,728153,4570064,17,T,90.0
RK602,2021,RK602_2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,True,True,SGL034,"HAP, JTL",6.0,21.0,2020.0,591.8485152,142.4665473,0.915831325,8.0,80.0,85.0,95.0,90.0,5.0,0.0,10.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,6.0,4.0,10.0,10.0,0.6,0.4,150.0,68.25,41.2498016,-78.2770004,728153,4570064,17,T,90.0
RK602,2022,RK602_2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,True,True,SGL034,"HAP, JTL",6.0,21.0,2020.0,591.8485152,142.4665473,0.915831325,8.0,80.0,85.0,95.0,90.0,5.0,0.0,10.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,6.0,4.0,10.0,10.0,0.6,0.4,150.0,68.25,41.2498016,-78.2770004,728153,4570064,17,T,90.0
RK602,2023,RK602_2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,True,True,SGL034,"HAP, JTL",6.0,21.0,2020.0,591.8485152,142.4665473,0.915831325,8.0,80.0,85.0,95.0,90.0,5.0,0.0,10.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,6.0,4.0,10.0,10.0,0.6,0.4,150.0,68.25,41.2498016,-78.2770004,728153,4570064,17,T,90.0
RK602,2024,RK602_2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,True,True,SGL034,"HAP, JTL",6.0,21.0,2020.0,591.8485152,142.4665473,0.915831325,8.0,80.0,85.0,95.0,90.0,5.0,0.0,10.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,6.0,4.0,10.0,10.0,0.6,0.4,150.0,68.25,41.2498016,-78.2770004,728153,4570064,17,T,90.0
RK603,2021,RK603_0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,True,True,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2022,RK603_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2023,RK603_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2024,RK603_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2021,RK603_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,True,True,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2022,RK603_1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,True,True,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2023,RK603_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,True,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2024,RK603_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2021,RK603_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2022,RK603_2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,True,True,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2023,RK603_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2024,RK603_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2021,RK603_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2022,RK603_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,True,True,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2023,RK603_3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,True,True,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2024,RK603_3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,True,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2021,RK603_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2022,RK603_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2023,RK603_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK603,2024,RK603_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,True,True,SGL034,"HAP, JTL",6.0,23.0,2020.0,645.670775,252.218257,0.789410425,13.0,130.0,35.0,20.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,4.0,10.0,0.2,0.2,417.8516541,85.55555556,41.2275009,-78.336998,723201,4567432,17,T,28.333333333333332
RK604,2021,RK604_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,True,True,SGL034,BER ,7.0,1.0,2020.0,551.4456238,218.4409152,0.474533755,10.0,100.0,40.0,82.0,70.0,0.0,10.0,5.0,0.0,0.0,5.0,60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,,1.0,8.0,9.0,10.0,0.1,0.8,960.0,80.88888889,41.2090988,-78.2329025,731992,4565662,17,T,64.0
RK604,2022,RK604_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,True,True,SGL034,BER ,7.0,1.0,2020.0,551.4456238,218.4409152,0.474533755,10.0,100.0,40.0,82.0,70.0,0.0,10.0,5.0,0.0,0.0,5.0,60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,,1.0,8.0,9.0,10.0,0.1,0.8,960.0,80.88888889,41.2090988,-78.2329025,731992,4565662,17,T,64.0
RK604,2023,RK604_0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,True,True,SGL034,BER ,7.0,1.0,2020.0,551.4456238,218.4409152,0.474533755,10.0,100.0,40.0,82.0,70.0,0.0,10.0,5.0,0.0,0.0,5.0,60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,,1.0,8.0,9.0,10.0,0.1,0.8,960.0,80.88888889,41.2090988,-78.2329025,731992,4565662,17,T,64.0
RK604,2024,RK604_0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,True,True,SGL034,BER ,7.0,1.0,2020.0,551.4456238,218.4409152,0.474533755,10.0,100.0,40.0,82.0,70.0,0.0,10.0,5.0,0.0,0.0,5.0,60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,,1.0,8.0,9.0,10.0,0.1,0.8,960.0,80.88888889,41.2090988,-78.2329025,731992,4565662,17,T,64.0
RK604,2021,RK604_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,BER ,7.0,1.0,2020.0,551.4456238,218.4409152,0.474533755,10.0,100.0,40.0,82.0,70.0,0.0,10.0,5.0,0.0,0.0,5.0,60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,,1.0,8.0,9.0,10.0,0.1,0.8,960.0,80.88888889,41.2090988,-78.2329025,731992,4565662,17,T,64.0
RK604,2022,RK604_2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,True,False,SGL034,BER ,7.0,1.0,2020.0,551.4456238,218.4409152,0.474533755,10.0,100.0,40.0,82.0,70.0,0.0,10.0,5.0,0.0,0.0,5.0,60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,,1.0,8.0,9.0,10.0,0.1,0.8,960.0,80.88888889,41.2090988,-78.2329025,731992,4565662,17,T,64.0
RK604,2023,RK604_2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,True,True,SGL034,BER ,7.0,1.0,2020.0,551.4456238,218.4409152,0.474533755,10.0,100.0,40.0,82.0,70.0,0.0,10.0,5.0,0.0,0.0,5.0,60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,,1.0,8.0,9.0,10.0,0.1,0.8,960.0,80.88888889,41.2090988,-78.2329025,731992,4565662,17,T,64.0
RK604,2024,RK604_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,BER ,7.0,1.0,2020.0,551.4456238,218.4409152,0.474533755,10.0,100.0,40.0,82.0,70.0,0.0,10.0,5.0,0.0,0.0,5.0,60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,,1.0,8.0,9.0,10.0,0.1,0.8,960.0,80.88888889,41.2090988,-78.2329025,731992,4565662,17,T,64.0
RK606,2021,RK606_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,False,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2022,RK606_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2023,RK606_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2024,RK606_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2021,RK606_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,True,True,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2022,RK606_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,True,True,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2023,RK606_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2024,RK606_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2021,RK606_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2022,RK606_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2023,RK606_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2024,RK606_4,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,True,True,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2021,RK606_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
RK606,2022,RK606_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,BER ,7.0,1.0,2020.0,609.0621156,222.6770272,0.576524717,19.0,190.0,40.0,35.0,55.0,0.0,5.0,10.0,10.0,5.0,0.0,50.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,624.2595825,82.375,41.2098007,-78.209198,733977,4565803,17,T,43.333333333333336
