point_code,Block,X,Y,Obs,Month,Day,Year,Elevation,Aspect,Slope,Prism,Prism BA (ft2/ac),LL Center,LL rand 1,LL rand 2,Woody Center,Woody rand 1,Woody rand 2,Herb Center,Herb rand 1,Herb rand 2,Fern Center,Fern rand 1,Fern rand 2,Rubus Center,Rubus rand 1,Rubus rand 2,Bare/Rock Center,Bare/Rock rand 1,Bare/Rock rand 2,Moss Center,Moss rand 1,Moss rand 2,CWD Center,CWD rand 1,CWD rand 2,Notes,<1.5m,>1.5m,Total,Transect Length,Std <1.5m,Std >1.5m,distance_to_forest_edge_m,canopy_cover_50m_avg
RK009,SGL034,-78.3243027,41.225399,"HAP, JTL",6,23,2020,662.2772858,65.27801492,0.914798324,9,90,65,70,10,20,20,1,9,10,0,5,0,89,0,0,0,0,0,0,1,0,0,0,0,0,,41,1,42,10,4.1,0.1,617.737854,78.25
RK010,SGL034,-78.3272018,41.2237015,"HAP, JTL",6,23,2020,662.2772858,65.27801492,0.914798324,11,110,10,70,40,0,20,10,85,5,15,5,5,35,0,0,0,0,0,0,0,0,0,0,0,0,,16,0,16,10,1.6,0,523.9274902,87.44444444
RK011,SGL034,-78.3006973,41.2244987,"HAP, JTL",6,20,2020,610.2210174,50.83970801,0.839907792,0,0,0,0,0,0,0,0,100,60,100,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,0,12.88888889
RK012,SGL034,-78.2983017,41.2230988,"HAP, JTL",6,20,2020,610.2210174,50.83970801,0.839907792,11,110,65,95,60,1,0,38,0,5,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,2,10,0.2,0,84.85281372,84
RK013,SGL034,-78.3003998,41.2383995,"HAP, JTL",6,24,2020,608.637093,96.30935782,1.193122236,6,60,5,70,5,10,10,70,60,20,22,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,295.4657288,57.5
RK014,SGL034,-78.2913971,41.2304001,"HAP, JTL",6,20,2020,600.9627061,53.03900672,0.946339182,0,0,15,10,5,0,0,0,75,90,95,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,6,0,6,10,0.6,0,0,2.444444444
RK015,SGL034,-78.2888031,41.2286987,"HAP, JTL",6,20,2020,596.7213449,48.8202757,0.864904045,10,100,10,80,5,0,10,0,45,10,0,20,0,95,0,0,0,35,0,0,0,0,0,0,0,0,,6,7,13,10,0.6,0.7,182.4828796,82.22222222
RK016,SGL034,-78.2894974,41.2346001,"HAP, JTL",6,21,2020,600.9627061,53.03900672,0.946339182,8,80,80,70,45,10,15,0,5,13,15,5,2,40,0,0,0,0,0,0,0,0,0,0,0,1,,16,0,16,10,1.6,0,134.1640778,73.5
RK017,SGL034,-78.2863998,41.2336998,"HAP, JTL",6,21,2020,596.7213449,48.8202757,0.864904045,0,0,0,5,0,65,5,0,10,20,40,0,20,0,0,0,0,0,0,60,25,50,0,0,0,0,,15,0,15,10,1.5,0,0,11.77777778
RK018,SGL034,-78.2833023,41.2327995,"HAP, JTL",6,30,2020,596.7213449,48.8202757,0.864904045,7,70,40,5,10,20,10,60,10,75,5,30,0,17,0,10,8,0,0,0,0,0,0,0,0,0,,16,9,25,10,1.6,0.9,94.86833191,55.375
RK062,SGL034,-78.3374023,41.1983986,"HAP, JTL",6,23,2020,625.8207763,42.02760317,0.794640294,14,140,10,5,0,0,0,0,0,5,0,90,90,100,0,0,0,0,0,0,0,0,0,0,0,0,,8,0,8,10,0.8,0,342.0526428,83.88888889
RK063,SGL034,-78.3100967,41.199501,"HAP, JTL",6,25,2020,648.1517522,222.4960492,0.127973522,7,70,20,0,10,0,0,0,60,0,0,20,100,90,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,94.86833191,86.25
RK064,SGL034,-78.3072968,41.1997986,"HAP, JTL",6,25,2020,648.1517522,222.4960492,0.127973522,12,120,30,20,15,3,5,0,7,0,0,60,60,85,0,0,0,0,0,0,0,15,0,0,2,0,,0,1,1,10,0,0.1,276.5863342,88.33333333
RK065,SGL034,-78.3386002,41.1949005,"HAP, JTL",6,23,2020,625.8207763,42.02760317,0.794640294,15,150,35,50,10,5,1,75,45,17,0,0,29,5,0,0,0,0,0,10,15,3,0,0,0,0,,4,0,4,10,0.4,0,90,82.125
RK066,SGL034,-78.3388977,41.1926003,"HAP, JTL",6,23,2020,625.8207763,42.02760317,0.794640294,13,130,65,55,59,10,0,1,0,5,10,15,25,15,0,0,0,0,4,0,10,10,15,0,0,0,,1,1,2,10,0.1,0.1,212.1320343,81.71428571
RK067,SGL034,-78.3167038,41.1987,"HAP, JTL",6,25,2020,635.7635512,260.970929,0.611436019,15,150,65,40,93,10,50,5,15,0,2,5,0,0,0,0,0,5,0,0,0,10,0,1,0,0,,43,6,49,10,4.3,0.6,123.6931686,64.125
RK557,SGL025,-78.6102982,41.5289993,CJF,7,3,2020,569.514751,342.8556295,2.241157969,15,150,55,60,40,0,0,0,30,20,30,15,20,30,0,0,0,0,0,0,0,0,0,0,0,0,measured circumference,0,0,0,10,0,0,371.0794983,89.77777778
RK558,SGL025,-78.5951004,41.5344009,BER ,7,2,2020,590.66193,266.9840758,1.756304729,19,190,15,60,60,0,0,0,5,40,35,80,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,1,10,0.1,0,201.246109,86.11111111
RK559,SGL025,-78.585701,41.5293999,CJF,7,3,2020,570.9008077,214.3177878,1.442432296,9,90,60,90,85,30,0,15,0,5,0,0,0,0,0,0,0,10,5,0,0,0,0,1,0,0,measured circumference,10,13,23,10,1,1.3,201.246109,84.14285714
RK560,SGL025,-78.5776978,41.5253983,JCK ACB,7,2,2020,591.3172592,202.1555808,2.049727844,12,120,55,25,75,10,50,3,10,15,0,0,0,5,0,0,0,25,0,15,0,10,2,0,0,0,,7,16,23,10,0.7,1.6,335.4101868,86.875
RK561,SGL025,-78.580101,41.5211983,JCK ACB,7,2,2020,559.8998221,342.7377155,0.651898637,11,110,65,75,65,0,10,15,5,10,0,25,5,20,0,0,0,0,0,0,5,0,0,0,1,1,,3,4,7,10,0.3,0.4,192.0937347,87.55555556
RK562,SGL025,-78.6026993,41.5315018,BER ,7,2,2020,569.514751,342.8556295,2.241157969,17,170,0,52,30,0,0,0,80,2,65,0,5,5,0,0,0,0,0,0,20,40,0,0,2,0,,0,0,0,10,0,0,0,73
RK563,SGL025,-78.5691986,41.5163002,ACB,7,2,2020,575.8690191,267.3464822,0.663527116,12,120,75,30,100,0,0,0,10,10,0,0,60,0,5,0,0,10,0,0,0,0,0,1,0,0,,8,0,8,10,0.8,0,218.4032898,83.66666667
RK564,SGL025,-78.5887985,41.5256996,JCK CJF,7,3,2020,570.9008077,214.3177878,1.442432296,11,110,5,15,30,5,20,35,80,60,0,0,5,25,10,0,10,0,0,0,0,0,0,0,0,0,,2,0,2,10,0.2,0,60,75.75
RK565,SGL025,-78.5894012,41.5383987,BER ,7,2,2020,625.6991144,265.3743717,1.558512672,1,10,0,0,80,5,25,0,5,0,0,65,15,0,25,15,15,0,45,5,0,0,0,0,0,1,,124,2,126,10,12.4,0.2,0,0
RK566,SGL025,-78.5975037,41.5289993,BER ,7,2,2020,542.7561913,335.2579638,0.596652235,15,150,70,30,100,10,15,0,10,13,0,10,35,0,0,2,0,0,0,0,0,15,0,0,1,0,,6,2,8,10,0.6,0.2,42.42640686,71.875
RK567,SGL025,-78.594101,41.5195999,CJF,7,3,2020,571.9391352,27.14352635,1.904491902,8,80,95,95,100,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"measured circumference, recent shelterwood, mostly beech cut",6,1,7,10,0.6,0.1,402.492218,81.875
RK568,SGL025,-78.5894012,41.5206985,CJF,7,4,2020,571.9391352,27.14352635,1.904491902,14,140,83,25,45,0,45,5,2,10,10,10,10,40,0,5,0,0,0,0,5,5,0,0,0,0,,11,1,12,10,1.1,0.1,60,85.125
RK569,SGL025,-78.5762024,41.5173988,JCK ACB,7,2,2020,572.5600342,280.4964941,0.410552356,17,170,35,50,15,20,0,2,40,50,75,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,,3,1,4,10,0.3,0.1,134.1640778,86.22222222
RK570,SGL025,-78.5661011,41.5231018,ACB,7,2,2020,599.2661772,205.1669348,1.331073861,18,180,60,45,5,20,0,0,15,0,0,10,50,95,0,5,0,0,0,0,0,0,0,0,0,0,,19,0,19,10,1.9,0,742.7650757,85.125
RK571,SGL025,-78.5907974,41.5340996,BER ,7,2,2020,625.6991144,265.3743717,1.558512672,12,120,70,95,75,9,5,5,0,0,0,15,0,2,0,0,0,3,0,8,3,0,10,0,0,0,,4,17,21,10,0.4,1.7,90,88.625
RK572,SGL025,-78.5951996,41.5161018,JCK CJF,7,3,2020,571.9391352,27.14352635,1.904491902,14,140,80,65,60,3,10,0,2,0,0,15,25,30,0,0,5,0,0,0,0,0,5,0,0,0,,2,2,4,10,0.2,0.2,331.3608093,80.5
RK573,SGL025,-78.582901,41.5243988,BER ,7,3,2020,591.3172592,202.1555808,2.049727844,7,70,35,30,40,0,0,0,40,10,20,15,60,40,10,0,0,0,0,0,0,0,0,0,0,0,,2,12,14,10,0.2,1.2,305.9411621,82.375
RK574,SGL025,-78.5658035,41.5279999,BER ,7,3,2020,599.2661772,205.1669348,1.331073861,24,240,65,15,95,5,5,3,15,10,0,15,70,0,0,0,0,0,0,0,0,0,2,0,0,0,,3,2,5,10,0.3,0.2,488.3645935,81.55555556
RK575,SGL025,-78.5716019,41.5073013,ACB,6,27,2020,609.3746777,345.8921793,2.313066165,8,80,60,30,0,0,0,5,30,20,15,0,20,80,10,30,0,0,0,0,0,0,0,0,0,0,,0,12,12,10,0,1.2,483.7354736,83.55555556
RK576,SGL025,-78.6175995,41.4892998,BER,7,6,2020,578.1720536,180.9699335,0.65311174,11,110,60,40,65,0,0,0,15,40,25,20,0,10,5,0,0,0,0,0,10,20,0,1,0,0,,0,1,1,10,0,0.1,276.5863342,79.75
RK577,SGL025,-78.5607986,41.5423012,CJF,7,2,2020,608.0729734,329.1207253,0.773584874,19,190,80,100,10,0,0,0,0,0,5,10,0,85,0,0,0,10,0,0,0,0,0,0,0,0,,0,2,2,10,0,0.2,271.6615601,86.125
RK578,SGL025,-78.5274963,41.5497017,JCK CJF,6,29,2020,643.5679302,340.8117563,1.111677692,10,100,90,90,98,0,0,0,5,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,12,12,24,10,1.2,1.2,120,73.375
RK579,SGL025,-78.6356964,41.4953003,BER ,7,6,2020,579.525475,236.7915825,1.366213071,16,160,35,100,90,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,60,0,5,0,0,0,,2,1,3,10,0.2,0.1,379.4733276,86.11111111
RK580,SGL025,-78.5738983,41.5419998,BER ,7,3,2020,588.0084303,341.5521519,1.172944277,8,80,65,95,75,15,2,10,10,1,0,10,0,15,0,0,0,0,0,0,0,2,1,0,1,0,,5,9,14,10,0.5,0.9,442.9447021,88.22222222
RK581,SGL025,-78.5634003,41.5387001,BER ,7,3,2020,608.0729734,329.1207253,0.773584874,18,180,60,80,90,5,5,0,5,15,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,1,10,10,0.9,0.1,644.1273193,82.5
RK582,SGL025,-78.6027985,41.4945984,BER ,7,6,2020,627.1619258,170.3164086,1.599386407,14,140,85,55,50,5,5,20,5,10,30,5,10,0,0,0,0,0,20,0,0,0,0,0,0,1,,3,6,9,10,0.3,0.6,379.4733276,88.625
RK583,SGL025,-78.6327972,41.4855003,CJF,7,5,2020,573.1499226,270.798179,1.977446332,16,160,95,70,85,2,10,10,0,15,3,3,0,2,0,0,0,0,0,0,0,5,0,0,0,0,measured circumference,1,3,4,10,0.1,0.3,914.3850708,83.33333333
RK584,SGL025,-78.6008987,41.4654007,CJF,7,6,2020,631.1587798,14.39796921,0.861388335,13,130,75,90,55,20,0,15,5,0,5,0,5,10,0,0,0,0,0,15,0,5,0,0,1,0,,3,7,10,10,0.3,0.7,60,81
RK585,SGL025,-78.6281967,41.4935989,BER,7,6,2020,577.7533702,237.203501,0.881338711,14,140,60,30,90,10,5,2,10,35,0,10,5,5,0,0,0,10,10,0,0,15,3,0,0,0,,2,1,3,10,0.2,0.1,804.984436,85.33333333
RK586,SGL025,-78.6048965,41.4804993,JCK CJF,7,6,2020,596.5730856,340.2881908,1.511330174,24,240,90,35,90,0,0,0,0,60,0,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,,2,4,6,10,0.2,0.4,403.6087036,88.55555556
RK587,SGL025,-78.6194992,41.4575996,JCK ACB,7,2,2020,613.9747051,173.7864208,1.323500847,12,120,95,45,40,3,5,0,2,0,0,0,0,0,0,0,0,0,0,25,0,50,35,0,0,1,,9,9,18,10,0.9,0.9,531.6013794,81.66666667
RK588,SGL025,-78.5633011,41.5057983,BER ,6,27,2020,609.3746777,345.8921793,2.313066165,10,100,45,10,0,20,85,0,0,0,0,0,0,0,35,5,100,0,0,0,0,0,0,0,4,0,,5,0,5,10,0.5,0,30,69.33333333
RK589,SGL025,-78.6267014,41.507,BER,7,4,2020,589.526659,271.1640454,1.515340525,9,90,70,80,25,5,2,0,5,8,65,0,0,0,0,0,0,15,0,0,5,10,10,0,0,0,,15,10,25,10,1.5,1,60,78.22222222
RK590,SGL025,-78.5281982,41.5257988,ACB,6,30,2020,670.4720825,245.0006077,0.274008539,6,60,80,50,40,0,0,5,0,10,5,20,20,50,0,20,0,0,0,0,0,0,0,0,0,0,,8,6,14,10,0.8,0.6,30,41.625
RK591,SGL025,-78.6302032,41.5195007,JCK CJF,7,4,2020,600.9825393,290.8772033,2.533056347,10,100,25,50,40,0,40,0,0,0,10,60,5,30,0,0,0,0,0,0,15,5,20,1,0,0,,2,0,2,10,0.2,0,445.9820557,84.77777778
RK592,SGL025,-78.637001,41.4777985,CJF,7,5,2020,576.8709512,299.2705902,2.02317138,11,110,70,75,50,5,0,0,10,5,0,15,20,50,0,0,0,0,0,0,0,0,0,0,0,1,measured circumference,3,4,7,10,0.3,0.4,468.6149902,84.375
RK593,SGL025,-78.6341019,41.5344009,BER ,7,2,2020,523.2434355,86.83501561,0.986402781,7,70,10,40,26,30,2,0,30,0,10,0,48,60,0,0,0,0,0,0,30,10,4,0,1,1,,2,0,2,10,0.2,0,218.4032898,86.88888889
RK594,SGL025,-78.6103973,41.4835014,CJF,7,6,2020,579.6407999,154.3007812,0.816983955,17,170,90,100,100,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,10,0,0.1,492.0366211,86.125
RK595,SGL025,-78.5045013,41.5471992,CJF,6,27,2020,642.8746035,281.5822918,0.643233457,13,130,35,5,70,5,5,5,0,0,25,60,30,0,0,0,0,0,0,0,0,60,0,1,1,0,,2,0,2,10,0.2,0,424.2640686,88.22222222
RK596,SGL025,-78.6294022,41.4726982,JCK CJF,7,6,2020,606.2486727,284.2517764,1.246233928,13,130,50,70,45,0,5,0,0,0,5,20,5,40,0,0,0,0,10,0,30,10,10,0,0,1,,1,3,4,10,0.1,0.3,362.491394,81.25
RK597,SGL025,-78.6050034,41.4906006,BER ,7,6,2020,579.6407999,154.3007812,0.816983955,4,40,50,30,10,10,0,0,10,10,10,5,50,80,0,5,0,25,0,0,0,5,0,0,1,2,,0,0,0,10,0,0,212.1320343,76.625
RK598,SGL025,-78.547699,41.5004997,BER ,6,26,2020,617.1875993,335.3630506,1.083643401,11,110,15,58,10,5,5,0,0,5,5,80,50,85,0,0,0,0,0,0,0,2,0,0,0,0,,3,0,3,10,0.3,0,150,88.375
RK599,SGL025,-78.6201019,41.5074005,BER,7,4,2020,599.4609204,262.5073827,1.229311243,16,160,40,25,65,5,0,2,55,75,3,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,,5,0,5,10,0.5,0,436.8065796,83.44444444
RK600,SGL034,-78.3071976,41.2027016,"HAP, JTL",6,25,2020,648.1517522,222.4960492,0.127973522,12,120,20,5,35,15,0,60,0,0,0,60,95,5,0,0,0,0,0,0,5,0,0,1,0,0,,11,3,14,10,1.1,0.3,502.8916016,86.625
RK601,SGL034,-78.2425003,41.2117996,BER ,7,1,2020,534.5380486,225.5671417,0.475692372,8,80,0,75,48,5,15,2,10,0,20,0,0,0,0,0,0,5,5,20,80,5,10,0,0,0,,5,1,6,10,0.5,0.1,563.6488037,86.11111111
RK602,SGL034,-78.2770004,41.2498016,"HAP, JTL",6,21,2020,591.8485152,142.4665473,0.915831325,8,80,85,95,90,5,0,10,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,,6,4,10,10,0.6,0.4,150,68.25
RK603,SGL034,-78.336998,41.2275009,"HAP, JTL",6,23,2020,645.670775,252.218257,0.789410425,13,130,35,20,30,0,2,1,0,0,0,65,78,69,0,0,0,0,0,0,0,0,0,0,1,0,,2,2,4,10,0.2,0.2,417.8516541,85.55555556
RK604,SGL034,-78.2329025,41.2090988,BER ,7,1,2020,551.4456238,218.4409152,0.474533755,10,100,40,82,70,0,10,5,0,0,5,60,0,15,0,0,0,0,0,0,0,3,5,0,0,0,,1,8,9,10,0.1,0.8,960,80.88888889
RK605,SGL034,-78.3096008,41.2226982,"HAP, JTL",6,20,2020,628.4898574,65.17780455,1.157921901,13,130,10,10,5,30,10,5,0,0,85,60,80,0,0,0,0,0,0,0,0,0,5,0,0,0,,10,0,10,10,1,0,402.492218,72.11111111
RK606,SGL034,-78.209198,41.2098007,BER ,7,1,2020,609.0621156,222.6770272,0.576524717,19,190,40,35,55,0,5,10,10,5,0,50,55,35,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,624.2595825,82.375
RK607,SGL034,-78.3074036,41.2406006,"HAP, JTL",6,24,2020,626.0954888,97.315765,1.420023624,13,130,33,15,44,2,2,20,0,3,10,65,80,25,0,0,0,0,0,0,0,0,1,0,0,1,,16,0,16,10,1.6,0,381.837677,82.875
RK608,SGL034,-78.2617035,41.2109985,"HAP, JTL",6,30,2020,574.370521,1.519916597,1.519459242,8,80,55,77,0,0,8,80,0,4,0,35,3,20,0,0,0,0,0,0,10,8,0,0,0,0,,15,7,22,10,1.5,0.7,362.491394,82
RK609,SGL034,-78.3087997,41.2284012,"HAP, JTL",6,24,2020,637.5485809,69.51539508,1.485684417,11,110,5,10,35,40,5,45,45,70,5,0,15,15,0,0,0,0,0,0,10,0,0,0,0,1,,43,15,58,10,4.3,1.5,30,77.75
RK610,SGL034,-78.3201981,41.1977997,"HAP, JTL",6,25,2020,635.7635512,260.970929,0.611436019,13,130,95,92,98,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,0,10,0,0,30,42.125
RK611,SGL034,-78.280899,41.2276001,"HAP, JTL",6,21,2020,585.8720984,72.87708147,1.063726325,16,160,10,17,9,1,0,1,4,3,0,85,80,90,0,0,0,0,0,0,0,0,0,0,0,1,,2,6,8,10,0.2,0.6,611.8823242,87.25
RK612,SGL034,-78.2910004,41.2374001,"HAP, JTL",6,21,2020,593.9056708,90.6781998,0.857614652,6,60,10,5,25,15,70,0,0,5,75,85,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,10,0.1,0,240,56.875
RK613,SGL034,-78.3023987,41.2485008,"HAP, JTL",6,24,2020,615.82488,116.2080384,1.418991072,12,120,60,53,20,15,15,10,5,10,40,20,20,30,0,0,0,0,0,0,0,2,0,0,0,0,,10,9,19,10,1,0.9,330,73
RK614,SGL034,-78.2975006,41.2308006,"HAP, JTL",6,20,2020,600.9627061,53.03900672,0.946339182,11,110,40,30,95,15,1,5,15,29,0,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,2,17,10,1.5,0.2,123.6931686,69.75
RK615,SGL034,-78.2889023,41.2261009,"HAP, JTL",6,20,2020,606.0701645,50.19491739,0.903632677,10,100,15,3,70,0,0,0,10,2,15,75,90,15,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,210,82.66666667
RK616,SGL034,-78.2712021,41.2266998,"HAP, JTL",6,21,2020,570.8574647,115.304248,0.429872397,11,110,25,10,10,25,15,15,10,0,0,40,75,75,0,0,0,0,0,0,0,0,0,0,0,0,,10,2,12,10,1,0.2,758.9466553,68
RK617,SGL034,-78.2970963,41.2238998,"HAP, JTL",6,20,2020,610.2210174,50.83970801,0.839907792,15,150,45,85,95,4,7,5,1,2,0,50,3,0,0,0,0,0,1,0,0,2,0,0,0,0,,2,10,12,10,0.2,1,42.42640686,79.66666667
RK618,SGL034,-78.3047028,41.2226982,"HAP, JTL",6,20,2020,628.4898574,65.17780455,1.157921901,10,100,5,50,5,15,0,0,5,15,5,80,35,90,0,0,0,0,0,0,0,0,0,0,0,0,,12,1,13,10,1.2,0.1,108.1665344,74.55555556
RK619,SGL034,-78.3394012,41.2010994,"HAP, JTL",6,23,2020,628.609024,123.7000579,0.725650945,14,140,50,4,10,50,0,0,0,1,0,0,95,90,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,10,0,0.1,308.868927,86.375
RK620,SGL034,-78.2854996,41.2299995,"HAP, JTL",6,20,2020,596.7213449,48.8202757,0.864904045,5,50,20,97,33,5,3,0,0,0,2,75,0,35,0,0,0,0,0,30,0,0,0,0,1,0,,11,9,20,10,1.1,0.9,276.5863342,78.9
RK621,SGL034,-78.3143997,41.2032013,"HAP, JTL",6,25,2020,648.1517522,222.4960492,0.127973522,9,90,70,92,98,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,30,1,0,1,0,0,,0,0,0,10,0,0,323.1098938,83.875
RK622,SGL034,-78.3270035,41.1960983,"HAP, JTL",6,25,2020,626.6377106,341.708042,0.729606189,13,130,97,93,99,0,1,1,2,1,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,,0,2,2,10,0,0.2,0,30.875
RK623,SGL034,-78.3242035,41.2462997,"HAP, JTL",6,19,2020,663.0638727,87.57873084,0.523501344,14,140,34,35,40,1,5,0,15,0,50,47,60,10,0,0,0,0,0,0,3,0,0,1,0,0,,3,0,3,10,0.3,0,496.5883789,87.77777778
RK624,SGL034,-78.2921982,41.2258987,"HAP, JTL",6,20,2020,610.2210174,50.83970801,0.839907792,10,100,10,5,60,3,5,38,0,0,1,87,90,0,0,0,0,0,0,0,0,0,1,0,0,1,,6,2,8,10,0.6,0.2,201.246109,85.55555556
RK625,SGL025,-78.5475006,41.5135994,ACB,6,29,2020,629.2611807,232.0277033,1.684653881,9,90,80,0,60,0,0,0,2,0,0,10,0,10,8,100,30,0,0,0,0,0,0,0,0,0,,1,0,1,10,0.1,0,468.6149902,84.375
RK626,SGL025,-78.5386963,41.5125008,BER ,6,29,2020,631.1288514,196.2029859,1.091320977,14,140,85,75,95,0,10,3,10,15,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,4,10,0,0.4,301.4962463,87.75
RK627,SGL025,-78.5231018,41.5231018,BER ,6,30,2020,670.4720825,245.0006077,0.274008539,10,100,50,35,10,15,5,2,0,40,10,20,10,75,15,0,3,0,0,0,0,10,0,0,0,0,,0,0,0,10,0,0,550.7268066,88.125
RK628,SGL025,-78.5522995,41.4902,ACB,6,26,2020,646.1496982,114.8125655,2.852801289,19,190,20,18,20,10,80,30,0,0,0,0,0,0,0,0,0,60,0,30,10,2,20,0,0,3,,15,1,16,10,1.5,0.1,531.6013794,88.55555556
RK629,SGL025,-78.5643997,41.5157013,JCK ACB,7,2,2020,575.8690191,267.3464822,0.663527116,,0,90,75,65,0,10,0,0,0,0,0,10,10,0,0,0,5,0,20,5,5,5,0,1,1,,6,9,15,10,0.6,0.9,339.4112549,89.5
RK630,SGL025,-78.584198,41.5413017,BER ,7,2,2020,571.501997,309.7052334,1.744856371,13,130,50,50,35,0,0,0,10,0,0,40,40,60,0,0,0,0,10,0,0,0,5,0,0,1,,2,5,7,10,0.2,0.5,84.85281372,83.66666667
RK631,SGL025,-78.5613022,41.5493011,CJF,7,2,2020,589.4927396,213.0714648,0.916022169,7,70,30,50,90,0,5,2,10,20,8,60,20,0,0,5,0,0,0,0,0,0,0,0,0,0,,7,5,12,10,0.7,0.5,424.2640686,83.125
RK632,SGL025,-78.5446014,41.5430984,CJF,7,2,2020,626.2237328,247.3013596,1.629199375,20,200,95,50,70,5,50,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,1,1,,9,2,11,10,0.9,0.2,453.9823608,83.44444444
RK633,SGL025,-78.6156998,41.5270004,CJF,7,6,2020,563.3564846,325.3746672,2.971137836,10,100,25,10,0,0,0,0,40,60,80,15,25,0,20,5,0,0,0,20,0,0,0,0,0,0,,8,0,8,10,0.8,0,123.6931686,58.66666667
RK634,SGL025,-78.6316986,41.5122986,CJF,7,4,2020,600.9825393,290.8772033,2.533056347,16,160,30,65,70,0,10,0,10,10,10,60,0,20,0,0,0,0,10,0,0,5,0,0,0,0,,0,2,2,10,0,0.2,42.42640686,84.77777778
RK635,SGL034,-78.3149033,41.1950989,"HAP, JTL",6,25,2020,636.1671727,125.8455604,0.292253974,10,100,93,95,97,1,2,1,0,3,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,60,76.33333333
RK636,SGL034,-78.3128967,41.2489014,"HAP, JTL",6,24,2020,652.0543952,103.846447,0.690387097,8,80,75,43,35,15,45,60,5,10,5,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,,27,5,32,10,2.7,0.5,547.4486084,83.875
RK637,SGL025,-78.5090027,41.5401001,JCK CJF,6,27,2020,652.1464156,80.64206868,0.605063613,13,130,10,34,30,0,10,0,0,30,0,90,15,70,0,10,0,0,0,0,0,1,0,0,1,0,,0,0,0,10,0,0,606.7124634,87.625
RK638,SGL025,-78.5296021,41.5340996,CJF,6,30,2020,642.9049826,280.7980033,1.619941697,15,150,5,95,55,0,2,10,5,0,0,85,3,20,5,0,10,0,0,0,0,0,5,0,0,1,,6,0,6,10,0.6,0,615.5485229,84
RK639,SGL025,-78.5782013,41.5079994,BER ,6,30,2020,604.2851497,350.7174977,2.274161689,15,150,80,68,30,5,2,5,5,10,50,10,20,15,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,3,10,0,0.3,216.3330688,82.22222222
RK640,SGL025,-78.5306015,41.5093002,BER ,6,25,2020,632.7918612,173.0826703,0.885881072,12,120,70,70,45,20,5,0,5,15,10,0,0,45,0,0,0,0,0,0,5,10,0,0,0,0,,4,8,12,10,0.4,0.8,901.9978027,87
RK641,SGL025,-78.6175995,41.5167007,BER,7,4,2020,629.0098847,275.4854042,1.572534581,5,50,50,65,80,0,10,5,10,10,15,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,10,12,10,0.2,1,792.5906982,77.66666667
RK642,SGL025,-78.6327972,41.4617996,JCK ACB,7,2,2020,611.8817444,331.823079,1.063348358,24,240,75,75,75,10,0,10,0,0,5,15,25,5,0,0,0,0,0,3,0,0,2,0,0,0,,4,1,5,10,0.4,0.1,713.0918579,84.375
RK643,SGL025,-78.6104965,41.5136986,BER,7,4,2020,634.5128907,269.7253381,0.598164494,11,110,85,75,30,10,10,20,5,5,10,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,,6,2,8,10,0.6,0.2,626.418396,83.66666667
RK644,SGL025,-78.5634995,41.4975014,BER ,6,26,2020,660.0688335,352.3631517,1.419243666,7,70,65,80,80,10,2,5,10,3,5,0,0,0,0,0,0,10,5,10,5,10,0,0,0,0,,5,6,11,10,0.5,0.6,750,88.625
